Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Architecture,Data Bus (ext),Address Bus,Frequency Min,Frequency Max/Typ,Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data associativity,L1 instruction cache,L1 instruction associativity,L1 unified cache,L1 unified associativity,L2 cache,L2 associativity,L3 cache,L3 associativity,Boot ROM,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die Size,Empty,Empty,Empty,Empty,Vcc range,Vcc(typ),Empty,Vcc(secondary),Vcc(tertiary),Vcc(core),Vcc(I/O),Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Empty,Empty,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8
Intel,186,C80186,,,,,,,,,CPU,80186,,,Intel,,,,1,16,16,20,,8MHz,8MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,LCC-68,25 x 25 x 2.5 mm^3,,,,,,,NMOS,,,,,,4.5-5.5V,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-C80186.html,,,,,,,
Intel,186,C80186 (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-c80186-es-c-0-4369.htm,,,,,,,
Intel,186,C80186-3,,,,,,,,,CPU,80186,,,Intel,,,,1,16,16,20,,8MHz,8MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,LCC-68,25 x 25 x 2.5 mm^3,,,,,,,NMOS,,,,,,4.5-5.5V,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-C80186-3.html,,,,,,,
Intel,186,C80186-3 (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-c80186-3-es-7464.htm,,,,,,,
Intel,186,C80186-6,,,,,,,,,CPU,80186,,,Intel,,,,1,16,16,20,,6MHz,6MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,LCC-68,25 x 25 x 2.5 mm^3,,,,,,,NMOS,,,,,,4.5-5.5V,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-C80186-6.html,,,,,,,
Intel,186,C80C186EB-16 (sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-c80c186eb-16-3848.htm,,,,,,,
Intel,186,EE80C186XL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,186,EE80C186XL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,186,EE80C186XL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,186,EE80C186XL16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,186,EE80C186XL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,186,EE80C186XL25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,186,FA80C186CP sample,,,,,,,,,CPU,80C186,,,Intel,,,,1,16,16,20,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,Plastic LQFP176,26 x 26 x 1.5 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,Sample,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-FA80C186CP.html,,,,,,,
Intel,186,KU80C186EC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended temperature range,,,,,,,,no,,,,,,,,"Datasheet: Intel, “80C186EC 80C188EC AND 80L186EC 80L188EC 16-BIT HIGH-INTEGRATION EMBEDDED PROCESSORS”, Preliminary, May 1996, Order Number: 272434-004",,,,,,,
Intel,186,KU80C186EC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended temperature range,,,,,,,,no,,,,,,,,"Datasheet: Intel, “80C186EC 80C188EC AND 80L186EC 80L188EC 16-BIT HIGH-INTEGRATION EMBEDDED PROCESSORS”, Preliminary, May 1996, Order Number: 272434-004",,,,,,,
Intel,186,KU80C186EC25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,"Datasheet: Intel, “80C186EC 80C188EC AND 80L186EC 80L188EC 16-BIT HIGH-INTEGRATION EMBEDDED PROCESSORS”, Preliminary, May 1996, Order Number: 272434-004",,,,,,,
Intel,186,KU80L186EC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended temperature range,,,,,,,,no,,,,,,,,"Datasheet: Intel, “80C186EC 80C188EC AND 80L186EC 80L188EC 16-BIT HIGH-INTEGRATION EMBEDDED PROCESSORS”, Preliminary, May 1996, Order Number: 272434-004",,,,,,,
Intel,186,KU80L186EC16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extended temperature range,,,,,,,,no,,,,,,,,"Datasheet: Intel, “80C186EC 80C188EC AND 80L186EC 80L188EC 16-BIT HIGH-INTEGRATION EMBEDDED PROCESSORS”, Preliminary, May 1996, Order Number: 272434-004",,,,,,,
Intel,186,MC80C186 (mechanical sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-mc80c186-mech.-sample-1889.htm,,,,,,,
Intel,186,MG80186-6/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,http://www.chipdb.org/img-intel-mg80186-6-b-my-2794.htm,,,,,,,
Intel,186,MG801868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,http://www.chipdb.org/img-intel-mg801868-my-4439.htm,,,,,,,
Intel,186,MG80C186-10/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,http://www.chipdb.org/img-intel-mg80c186-10-b-2798.htm,,,,,,,
Intel,186,MG80C186-10/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-mg80c186-10-q-3853.htm,,,,,,,
Intel,186,MG80C186-8/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,http://www.chipdb.org/img-intel-mg80186-8-b-3851.htm,,,,,,,
Intel,186,MG80C18612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-mg80c18612-5962-8850102za-6077.htm,,,,,,,
Intel,186,MG80C186XL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,http://www.chipdb.org/img-intel-mg80c186xl-12-3854.htm,,,,,,,
Intel,186,MQ80C186-12/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-mq80c186-12-b-5962-8850102ya-6324.htm,,,,,,,
Intel,186,MQ80C186-6/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-mq80186-6-b-8501002ya-6078.htm,,,,,,,
Intel,186,MQ80C19612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.chipdb.org/img-intel-mq80c18612-5962-8850102ya-6325.htm,,,,,,,
Intel,186,N80186,,,,,,,,,CPU,80186,,,Intel,,,,1,16,16,20,,8MHz,8MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,NMOS,,,,,,4.5-5.5V,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80186.html,,,,,,,
Intel,186,N80186-10,,,,,,,,,CPU,80186,,,Intel,,,,1,16,16,20,,10MHz,10MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,NMOS,,,,,,4.5-5.5V,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80186-10.html,,,,,,,
Intel,186,N80C186,,,,,,,,,CPU,80C186,,,Intel,,,,1,16,16,20,,10MHz,10MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186.html,,,,,,,
Intel,186,N80C186-12,,,,,,,,,CPU,80C186,,,Intel,,,,1,16,16,20,,12.5MHz,12.5MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186-12.html,,,,,,,
Intel,186,N80C186-16,,,,,,,,,CPU,80C186,,,Intel,,,,1,16,16,20,,16MHz,16MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186-16.html,,,,,,,
Intel,186,N80C186EA13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,
Intel,186,N80C186EA20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,
Intel,186,N80C186EA25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,
Intel,186,N80C186EB13,,,,,,,,,CPU,80C186EB,,,Intel,,,,1,16,16,20,,13MHz,13MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186EB13.html,,,,,,,
Intel,186,N80C186EB20,,,,,,,,,CPU,80C186EB,,,Intel,,,,1,16,16,20,,20MHz,20MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186EB20.html,,,,,,,
Intel,186,N80C186EB25,,,,,,,,,CPU,80C186EB,,,Intel,,,,1,16,16,20,,25MHz,25MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,,,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186EB25.html,,,,,,,
Intel,186,N80C186XL,,,,,,,,,CPU,80C186XL,,,Intel,,,,1,16,16,20,,10MHz,10MHz,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,1GiB,,,,,PLCC-68,25 x 25 x 4 mm^3,,,55k,1um,,,CHMOS,,,,,,,5V,,,,5V,5V,,,,,,,,,,,,186,none,none,,X86-16,,,,,Ext 8087,,,,,,,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80186/Intel-N80C186XL.html,,,,,,,
