Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front creator 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back creator 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front creator 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back creator 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front creator 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back creator 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front creator 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back creator 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo filename 1,Die photo creator 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
TI,8080,TMS8080AJL,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,NA,NA,NA,64KiB,,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,6um,,,NMOS,,,,,,,5V,,12V,-5V,,,TTL,,,,,,,,,,,,,8080,,,,,,,,,none,,,,,,"Yes, Intel 8080",,,,,,,,,,,,http://www.cpu-world.com/CPUs/8080/Texas%20Instruments-TMS8080A-JL.html,"Datasheet: Texas Instruments, “TMS 8080, TMS 5501 8-BIT MOS MICROPROCESSOR SYSTEM”. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0035932.pdf&dir=Datasheets-111&part=TMS8080# [Accessed 20 Feb 2013]",http://www.pc-atrium.de/html/texasinstruments8080.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,8080,TMS8080AJL-2,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,2.6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,NA,NA,NA,64KiB,,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,6um,,,NMOS,,,,,,,5V,,12V,-5V,,,TTL,,,,,,,,,,,,,8080,,,,,,,,,none,,,,,,"Yes, Intel 8080",,,,,,,,,,,,"Datasheet: Texas Instruments, “TMS 8080, TMS 5501 8-BIT MOS MICROPROCESSOR SYSTEM”. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0035932.pdf&dir=Datasheets-111&part=TMS8080# [Accessed 20 Feb 2013]",http://www.pc-atrium.de/html/texasinstruments8080.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,8080,TMS8080ANL,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,NA,NA,NA,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,6um,,,NMOS,,,,,,,5V,,12V,-5V,,,TTL,,,,,,,,,,,,,8080,,,,,,,,,none,,,,,,"Yes, Intel 8080",,,,,,,,,,,,http://www.cpu-world.com/CPUs/8080/Texas%20Instruments-TMS8080ANL.html,"Datasheet: Texas Instruments, “TMS 8080, TMS 5501 8-BIT MOS MICROPROCESSOR SYSTEM”. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0035932.pdf&dir=Datasheets-111&part=TMS8080# [Accessed 20 Feb 2013]",http://www.pc-atrium.de/html/texasinstruments8080.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,8080,TMS8080ANL-2,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,2.6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,NA,NA,NA,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,6um,,,NMOS,,,,,,,5V,,12V,-5V,,,TTL,,,,,,,,,,,,,8080,,,,,,,,,none,,,,,,"Yes, Intel 8080",,,,,,,,,,,,http://www.cpu-world.com/CPUs/8080/Texas%20Instruments-TMS8080ANL-2.html,"Datasheet: Texas Instruments, “TMS 8080, TMS 5501 8-BIT MOS MICROPROCESSOR SYSTEM”. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0035932.pdf&dir=Datasheets-111&part=TMS8080# [Accessed 20 Feb 2013]",http://www.pc-atrium.de/html/texasinstruments8080.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,8080,TMS8080JL,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,NA,NA,NA,64KiB,,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,6um,,,NMOS,,,,,,,5V,,12V,-5V,,,TTL,,,,,,,,,,,,,8080,,,,,,,,,none,,,,,,"Yes, Intel 8080",,,,,,,,,,,,http://www.cpu-world.com/CPUs/8080/Texas%20Instruments-TMS8080JL.html,"Datasheet: Texas Instruments, “TMS 8080, TMS 5501 8-BIT MOS MICROPROCESSOR SYSTEM”. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0035932.pdf&dir=Datasheets-111&part=TMS8080# [Accessed 20 Feb 2013]",http://www.pc-atrium.de/html/texasinstruments8080.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TI486DLC/E-40BGA ,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,40MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.oldcpu.cz/CPU/Texas-Instruments/486-DLC [Accessed 19 Feb 2013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC-25GA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,25MHz,25MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.oldcpu.cz/CPU/Texas-Instruments/486-DLC [Accessed 19 Feb 2013],http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-25GA.html [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC-33,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,33MHz,33MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.chipdb.org/img-texas-instruments-tx486dlc-33-2571.htm [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC-33BGA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,33MHz,33MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-33BGA.html [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC-33GA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,33MHz,33MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.oldcpu.cz/CPU/Texas-Instruments/486-DLC [Accessed 19 Feb 2013],http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-33GA.html [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC-40BGA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,40MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.oldcpu.cz/CPU/Texas-Instruments/486-DLC [Accessed 19 Feb 2013],http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-40BGA.html [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E (PGA),,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,,,,,,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.chipdb.org/img-texas-instruments-tx486dlc-e-ceramic-5057.htm [Accessed 19 Feb 2013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E (QFP),,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,,,,,,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,PQFP-144,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.chipdb.org/img-texas-instruments-tx486dlc-e-plastic-5058.htm [Accessed 19 Feb 2013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E-33BGA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,33MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.chipdb.org/img-texas-instruments-tx486dlc-e-33bga-1528.htm [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E-33GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,NA,none,NA,1KiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,,,,,,,,,http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E-40,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,40MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-E-40.html [Accessed 19 Feb 2013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E-40BGA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,40MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.chipdb.org/img-texas-instruments-tx486dlc-e-40bga-1530.htm [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E-40CGA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,40MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-E-40CGA.html [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,Cx486DLC,TX486DLC/E-40GA,,,,,,,,,,CPU,,,486DLC,Cyrix,,,,1,,,,,,32,32,32,,,,40MHz,40MHz,,,1,,,,,,none,NA,none,NA,1KiB,,,,none,NA,,NA,NA,NA,,,,,,,,CPGA-132,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,x86,,,,,,,,,,,"Yes, Cyrix Cx686DLC",,,,no,,,,,,,,http://www.oldcpu.cz/CPU/Texas-Instruments/486-DLC [Accessed 19 Feb 2013],http://www.cpu-world.com/CPUs/80386/Texas%20Instruments-TX486DLC-E-40GA.html [Accessed 19 Feb 2013],http://www.pc-atrium.de/html/texasinstruments80386.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
