Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
Matsushita,,MN187818,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,8KiB,,1536B,,,,,,,,PQFP-64,,,NA,,,,,,,,,,,2.2-5.5V,5V,,,,,,,6uW (STOP state),,100mW,,-20-70C,,,,,,,,,,,,,,,,,none,"Clock generator, sub-clock generator, WDT, Interrupt controller, timer/counter, serial, remote control, buzzer, ADC",,,,,,,,,,,,,,,,,Datasheet: “MN187818/1618”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1871675,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,,12MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,16KiB,,320B,,,,,,,,SDIP-42,,,,,,,,,,,,,,4.5-5.5V,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"Clock generator, Interrupt controller, timer/counter, remote control, OSD, ADC, WDT, PWM",,,,,,,,,,,,,,,,,Datasheet: “MN1871675”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1871681,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,,12MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,16KiB,,320B,,,,,,,,SDIP-42,,,,,,,,,,,,,,4.5-5.5V,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"Clock generator, Interrupt controller, timer/counter, remote control, OSD, ADC, WDT, PWM, I2C, Hsync detection",,,,,,,,,,,,,,,,,Datasheet: “MN1871681”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN187204,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,20KiB,,640B,,,,,,,,,,,,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,no,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN187204.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1872423,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8.38MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,24KiB,,512B,,,,,,,,PQFP-84,,,NA,,,,,,,,,,,,,,,,,,,30uW (STOP state),,100mW,,-20-70C,,,,,,,,,,,,,,,,,none,"Clock generator, sub-clock generator, WDT, Interrupt controller, timer/counter, serial, remote control, buzzer, ADC, PWM, FLP",,,,,,,,,,,,,,,,,Datasheet: “MN1872423/3223/4023/4823”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1873223,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8.38MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,32KiB,,1KiB,,,,,,,,PQFP-84,,,NA,,,,,,,,,,,,,,,,,,,30uW (STOP state),,100mW,,-20-70C,,,,,,,,,,,,,,,,,none,"Clock generator, sub-clock generator, WDT, Interrupt controller, timer/counter, serial, remote control, buzzer, ADC, PWM, FLP",,,,,,,,,,,,,,,,,Datasheet: “MN1872423/3223/4023/4823”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1874023,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8.38MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,40KiB,,1KiB,,,,,,,,PQFP-84,,,NA,,,,,,,,,,,,,,,,,,,30uW (STOP state),,100mW,,-20-70C,,,,,,,,,,,,,,,,,none,"Clock generator, sub-clock generator, WDT, Interrupt controller, timer/counter, serial, remote control, buzzer, ADC, PWM, FLP",,,,,,,,,,,,,,,,,Datasheet: “MN1872423/3223/4023/4823”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1874823,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8.38MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,48KiB,,1KiB,,,,,,,,PQFP-84,,,NA,,,,,,,,,,,,,,,,,,,30uW (STOP state),,100mW,,-20-70C,,,,,,,,,,,,,,,,,none,"Clock generator, sub-clock generator, WDT, Interrupt controller, timer/counter, serial, remote control, buzzer, ADC, PWM, FLP",,,,,,,,,,,,,,,,,Datasheet: “MN1872423/3223/4023/4823”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1873265,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,,12MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,32KiB,,480B,,,,,,,,SDIP-64,,,,,,,,,,,,,,4.5-5.5V,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"Clock generator, WDT, Interrupt controller, timer/counter, remote control, ADC, PWM, OSD",,,,,,,,,,,,,,,,,Datasheet: “MN1873265”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1874085T9S,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,,12MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,40KiB,,640B,,,,,,,,SDIP-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"Clock generator, WDT, Interrupt controller, timer/counter, remote control, ADC, PWM, OSD",,,,,,,,,,,,,,,,,Datasheet: “MN1874085”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18762,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,2MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,6KiB,,256B,,,,,,,,PQFP-84,,,,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,no,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18762.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18781,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,4.19MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,8KiB,,256B,,,,,,,,SDIP-64,,,,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,no,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18781.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1880024 ,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,20MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,none,none,NA,,,,,,,,,PQFP-84,,,,,,,,,,,,,,,5V,,,,,,,0.25mW (STOP state),,350mW,,,,,,,,,,,,,,,,,,,none,"Interrupt controller, timer/counter, UART, ADC, PWM, ICR, OCR",,,,,,,,,,,,,,,,,Datasheet: “MN1880024/4824/3224/2424”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18801,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,PQFP-100,,,NA,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18801.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18801A,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,,,,NA,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18801A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18802,,,,,,,,,,MCU,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,PQFP-84,,,NA,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18802.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18802A,,,,,,,,,,MCU,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,,,,NA,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18802.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18803,,,,,,,,,,MCU,,,,,,,,,,,,,,8,,,,,,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,PQFP-84,,,NA,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18803.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18804,,,,,,,,,,MCU,,,,,,,,,,,,,,8,,,,,32.768kHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18804.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN18804A,,,,,,,,,,MCU,,,,,,,,,,,,,,8,,,,,32.768kHz,8.1MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN18804.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN188161,,,,,,,,,,MCU,,,,,,,,,,,,,,8,,,,,32.768kHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,16KiB,,448B,64KiB,,,,,,,DIP-64,,,,,,,,CMOS,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN188161.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN188163,,,,,,,,,,MCU,,,,,,,,,,,,,,,,,,,32.768kHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,,,,,,,,,,,PQFP-84,,,NA,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN188163.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN188166,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,16KiB,,384B,,,,,,,,,,,,,,,,,,,,,,,5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,http://www.datasheetarchive.com/shortform-datasheet/MN188166.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1882424 ,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,20MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,24KiB,,,,,,,,,,,,,,,,,,,,,,,,,5V,,,,,,,0.25mW (STOP state),,350mW,,,,,,,,,,,,,,,,,,,none,"Interrupt controller, timer/counter, UART, ADC, PWM, ICR, OCR",,,,,,,,,,,,,,,,,Datasheet: “MN1880024/4824/3224/2424”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1883224 ,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,20MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,32KiB,,,,,,,,,,,,,,,,,,,,,,,,,5V,,,,,,,0.25mW (STOP state),,350mW,,,,,,,,,,,,,,,,,,,none,"Interrupt controller, timer/counter, UART, ADC, PWM, ICR, OCR",,,,,,,,,,,,,,,,,Datasheet: “MN1880024/4824/3224/2424”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1884824 ,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,48KiB,,,,,,,,,,,,,,,,,,,,,,,,,5V,,,,,,,0.25mW (STOP state),,350mW,,,,,,,,,,,,,,,,,,,none,"Interrupt controller, timer/counter, UART, ADC, PWM, ICR, OCR",,,,,,,,,,,,,,,,,Datasheet: “MN1880024/4824/3224/2424”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN1886428 ,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,22MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,64KiB,,1680B,,,,,,,,PQFP-84,,,NA,,,,,,,,,,,4.5-5.5V,5V,,,,,,,0.25mW (STOP state),,350mW,,,,,,,,,,,,,,,,,,,none,"Interrupt controller, timer/counter, UART, ADC, PWM, ICR, OCR",,,,,,,,,,,,,,,,,Datasheet: “MN1886428”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matsushita,,MN101CF91D,,,,,,,,,,MCU,,,,,,,,1,,,,,,8,,,,,32.768kHz,10MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,64KiB,flash,4KiB,,,,,,,,TQFP-48,,,NA,,,,,,,,,,,2.7-3.6V,3.3V,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"Clock generator, sub-clock generator, WDT, Interrupt controller, timer/counter, remote control, buzzer, UART, 2C, ADC, LED driver",,,,,,,,,,,,,,,,,"Datasheet: Panasonic, “MN101CF91D”, MAD00055AEM, September 2003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
