Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus (ext),Address Bus,Bus comments,Empty,Frequency Min,Frequency Max/Typ,Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data associativity,L1 instruction cache,L1 instruction associativity,L1 unified cache,L1 unified associativity,L2 cache,L2 associativity,L3 cache,L3 associativity,Boot ROM,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die Size,Empty,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo 1,Die photo copyright 1,Die photo comment 1,Empty
CSG,65xx,MCS6502,,,,,,,,,,CPU,,,6500,,,,,1,,,,,,8,8,16,50kHz,,,1MHz,1MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,CDIP-40,,,DIP-40,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6502A,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,16,50kHz,,,2MHz,2MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,CDIP-40,,,DIP-40,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6502B,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,16,50kHz,,,3MHz,3MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,CDIP-40,,,DIP-40,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6502C,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,16,50kHz,,,4MHz,4MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,CDIP-40,,,DIP-40,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6503,,,,,,,,,,CPU,,,6500,,,,,1,,,,,,8,8,12,50kHz,,,1MHz,1MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6503.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6503A,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,2MHz,2MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6503A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6503B,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,3MHz,3MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6503B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6503C,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,4MHz,4MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6503C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6504,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,1MHz,1MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6504.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6504A,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,2MHz,2MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6504A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6504B,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,3MHz,3MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6504B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6504C,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,4MHz,4MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6504C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6505,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,1MHz,1MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6505.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6505A,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,2MHz,2MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6505A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6505B,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,3MHz,3MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6505B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6505C,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,4MHz,4MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6505C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6506,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,1MHz,1MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6506.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6506A,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,2MHz,2MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6507A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6506B,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,3MHz,3MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6507B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6506C,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,12,50kHz,,,4MHz,4MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,4KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6507C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6507,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,1MHz,1MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6507.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6507A,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,2MHz,2MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6507B,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,3MHz,3MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSG,65xx,MCS6507C,,,,,,,,,,CPU,,,,,,,,1,,,,,,8,8,13,50kHz,,,4MHz,4MHz,,,1,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,8KiB,,,,,,,CDIP-28,,,DIP-28,,,,,Depletion load NMOS,,,,,,4.75-5.25V,5V,,,,5V,5V,,,,,,0-70C,,,,,,,,6500,,,,,,,,,none,"Clock generator, timer, interrupt controller",,,,,,,,,,,,,,,,,"Datasheet: Commodore Semiconductor Group, “NMOS 6500 MICROPROCESSORS”, November 1985",http://www.cpu-world.com/CPUs/650x/CSG-MCS6502C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
