Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front creator 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back creator 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front creator 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back creator 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front creator 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back creator 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front creator 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back creator 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo filename 1,Die photo creator 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
UMC,486,U5SX 486-33F / 40,,,,,,,,,,CPU,486SX,,,,i486,,,1,,,,,,32,,,,,,,,,,,,,,,,none,NA,none,NA,8KiB,4-way,,,,,,,,,4GiB,,64TiB,,,,,,,,,,,,,,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,486,,,,x86,,,,,none,,,,,,"Yes, Intel 486",,,,no,,,,,,,,http://www.cpu-museo.it/486umc.html,http://www.cpu-world.com/CPUs/80486/UMC-U5SX%20486-33F%20-40.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,486,U5SX 486-33F / 40,,,,,,,,,,CPU,486SX,,,,i486,,,1,,,,,,32,,,,,,,,,,,,,,,,none,NA,none,NA,8KiB,4-way,,,,,,,,,4GiB,,64TiB,,,,,,,,,,,,,,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,486,,,,x86,,,,,none,,,,,,"Yes, Intel 486",,,,no,,,,,,,,http://www.chipdb.org/img-umc-u5sx-486-33f---40-3231.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,486,U5SX 486-33P,,,,,,,,,,CPU,486SX,,,,i486,,,1,,,,,,32,,,,,,33MHz,33MHz,,,,,,,,,none,NA,none,NA,8KiB,4-way,,,,,,,,,4GiB,,64TiB,,,,,PPGA-168,,,,,,,,,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,486,,,,x86,,,,,none,,,,,,"Yes, Intel 486",,,,no,,,,,,,,http://www.cpu-museo.it/486umc.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,486,U5SX 486-40,,,,,,,,,,CPU,486SX,,,,i486,,,1,,,,,,32,,,,,,40MHz,40MHz,,,,,,,,,none,NA,none,NA,8KiB,4-way,,,,,,,,,4GiB,,64TiB,,,,,CPGA-168,,,,,,,,,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,486,,,,x86,,,,,none,,,,,,"Yes, Intel 486",,8/1994,,no,,,,,,,,http://www.cpu-museo.it/486umc.html,http://www.cpu-world.com/CPUs/80486/UMC-U5SX%20486-40.html,http://www.cpu-museum.de/?m=UMC&f=U5SX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,486,U5SX 486-A,,,,,,,,,,CPU,486SX,,,,i486,,,1,,,,,,32,,,,,,40MHz,40MHz,,,,,,,,,none,NA,none,NA,8KiB,4-way,,,,,,,,,4GiB,,64TiB,,,,,,,,,,,,,,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,486,,,,x86,,,,,none,,,,,,"Yes, Intel 486",,8/1994,,no,,,,,,,,http://www.cpu-museo.it/486umc.html,http://www.cpu-museum.de/?m=UMC&f=U5SX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,486,U5SX 486-E40,,,,,,,,,,CPU,486SX,,,,i486,,,1,,,,,,32,,,,,,40MHz,40MHz,,,,,,,,,none,NA,none,NA,8KiB,4-way,,,,,,,,,4GiB,,64TiB,,,,,,,,,,,,,,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,486,,,,x86,,,,,none,,,,,,"Yes, Intel 486",,,,no,,,,,,,,http://www.chipdb.org/img-umc-u5sx-486-e40-6051.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6502,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,1MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,0.7W,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6502",,,,no,,,,,,,,http://www.chipdb.org/img-umc-um6502-3237.htm,http://www.cpucollection.ca/650x_processors.htm,http://www.cpu-world.com/CPUs/650x/UMC-UM6502.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6502A,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,0.7W,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6502",,,,no,,,,,,,,http://www.chipdb.org/img-umc-um6502a-3233.htm,http://www.cpucollection.ca/650x_processors.htm,http://www.cpu-world.com/CPUs/650x/UMC-UM6502A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6502B,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,3MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,0.7W,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6502",,,,no,,,,,,,,http://www.cpucollection.ca/650x_processors.htm,http://www.cpu-world.com/CPUs/650x/UMC-UM6502B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6502C,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,0.7W,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6502",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/650x/UMC-UM6502C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6502CE,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6502",,,,no,,,,,,,,http://www.chipdb.org/img-umc-um6502ce-3235.htm,http://www.cpucollection.ca/650x_processors.htm,http://www.cpu-world.com/CPUs/650x/UMC-UM6502CE.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6502I,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,,5V,,,,,5V,,,,,,,,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6502",,,,no,,,,,,,,http://www.chipdb.org/img-umc-um6502i-6673.htm,http://www.cpucollection.ca/650x_processors.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6507,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,12,,,,1MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,8KiB,,NA,,,,,PDIP-28,,,DIP-28,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,0.7W,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,Clock generator,,,,normal,"yes, MOS 6507",,,,no,,,,,,,,http://commons.wikimedia.org/wiki/File:KL_UMC_UM6507.jpg,http://www.cpucollection.ca/650x_processors.htm,http://www.cpu-world.com/CPUs/650x/UMC-UM6507.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6512,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,1MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,,,,,normal,"yes, MOS 6512",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/650x/UMC-UM6512.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6512A,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,2MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,,,,,normal,"yes, MOS 6512",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/650x/UMC-UM6512A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6512B,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,3MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,,,,,normal,"yes, MOS 6512",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/650x/UMC-UM6512B.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMC,6502,UM6512C,,,,,,,,,,CPU,,,,,,,NA,1,,no,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,,none,NA,none,64KiB,,NA,,,,,PDIP-40,,,DIP-40,,,,,NMOS,,,,,,5V ± 5%,5V,,,,,5V,,,,,,0 to 70 C,Commercial,,,,,,,6502,none,none,,6502,,,,,none,,,,,normal,"yes, MOS 6512",,,,no,,,,,,,,http://www.cpu-world.com/CPUs/650x/UMC-UM6512C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
