Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Architecture,Data Bus (ext),Address Bus,Frequency Min,Frequency Max/Typ,Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data associativity,L1 instruction cache,L1 instruction associativity,L1 unified cache,L1 unified associativity,L2 cache,L2 associativity,L3 cache,L3 associativity,Boot ROM,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die Size,Empty,Empty,Empty,Empty,Vcc range,Vcc(typ),Empty,Vcc(secondary),Vcc(tertiary),Vcc(core),Vcc(I/O),Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Empty,Empty,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8
STMicroelectronics,68000,TS68000VP8,,,,,,,,,CPU,,,,,,,NA,1,32,16,24,4MHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,16MiB,,,,,,,,(0.9in) PDIP-64,,,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,-40 - 85C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68000/ST-TS68000VP8.html,,,,,,,
STMicroelectronics,68000,TS68008CFN10,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,10MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PLCC-52,,PLCC-52,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,0 – 70C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008CFN10.html,,,,,,,
STMicroelectronics,68000,TS68008CFN8,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PLCC-52,,PLCC-52,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,0 – 70C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008CFN8.html,,,,,,,
STMicroelectronics,68000,TS68008CP10,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,10MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PDIP-48,,DIP-48,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,0 – 70C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008CP10.html,,,,,,,
STMicroelectronics,68000,TS68008CP8,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PDIP-48,,DIP-48,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,0 – 70C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008CP8.html,,,,,,,
STMicroelectronics,68000,TS68008VFN10,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,10MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PLCC-52,,PLCC-52,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,-40 - 85C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008VFN10.html,,,,,,,
STMicroelectronics,68000,TS68008VFN8,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PLCC-52,,PLCC-52,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,-40 - 85C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008VFN8.html,,,,,,,
STMicroelectronics,68000,TS68008VP10,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,10MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PDIP-48,,DIP-48,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,-40 - 85C,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008VP10.html,,,,,,,
STMicroelectronics,68000,TS68008VP8,,,,,,,,,CPU,68008,,,,,,NA,1,32,8,,2MHz,8MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,,PDIP-48,,DIP-48,,,,,,,,,,,4.75-5.25V,5V,,,,5V,5V,,,1.5W,,-40 - 85C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/CPUs/68008/ST-TS68008VP8.html,,,,,,,
STMicroelectronics,6x86,ST6x86P90+,ST6x86P90+HS,,,,,,,,CPU,,,,,,,,1,32,64,32,,80 MHz (rated 90),40MHz,,,2,,,,,,none,NA,256B primary code,fully associative,16KiB,4-way set associative,,,,,NA,NA,NA,NA,4GiB,,,,,,,,Staggered CPGA-296,4.96 x 4.96 cm^2,,,,,,,,,,,,3.15-3.7V,,,,,3.52V,,0.26W (Suspend mode),13.73W,17.39W,,0 – 70C,"Suspend mode, Stop clock mode ",,,,,,X86-32,,,,x86,,,,,integrated,,,,,,,,,Desktop computer,,,,,,,,,http://www.cpu-world.com/CPUs/6x86/ST-ST6x86P90%2B%20-%20ST6x86P90%2BHS.html,,,,,,,
STMicroelectronics,6x86,ST6x86P120+,ST6x86P120+HS,,,,,,,,CPU,,,,,,,520,1,32,64,32,,100 MHz (rated 120),50MHz,,,2,,,,,,none,NA,256B primary code,fully associative,16KiB,4-way set associative,,,,,NA,NA,NA,NA,4GiB,,,,,,,,Staggered CPGA-296,4.96 x 4.96 cm^2,,,,,,,,,,,,3.15-3.7V,,,,,3.52V,,0.28W (Suspend mode),15.84W,19.98W,,0 – 70C,"Suspend mode, Stop clock mode ",,,,,,X86-32,,,,x86,,,,,integrated,,,,,,,,,Desktop computer,,,,,,,,,http://www.cpu-world.com/CPUs/6x86/ST-ST6x86P120+%20-%20ST6x86P120+HS.html,,,,,,,
STMicroelectronics,6x86,ST6x86P133+,ST6x86P133+HS,,,,,,,,CPU,,,,,,,,1,32,64,32,,110 MHz (rated 133),55MHz,,,2,,,,,,none,NA,256B primary code,fully associative,16KiB,4-way set associative,,,,,NA,NA,NA,NA,4GiB,,,,,,,,Staggered CPGA-296,4.96 x 4.96 cm^2,,,,,,,,,,,,3.15-3.7V,,,,,3.52V,,0.29W (Suspend mode),16.9W,21.46W,,0 – 70C,"Suspend mode, Stop clock mode ",,,,,,X86-32,,,,x86,,,,,integrated,,,,,,,,,Desktop computer,,,,,,,,,http://www.cpu-world.com/CPUs/6x86/ST-ST6x86P133+%20-%20ST6x86P133+HS.html,,,,,,,
STMicroelectronics,6x86,ST6x86P150+,ST6x86P150+HS,,,,,,,,CPU,,,,,,,520,1,32,64,32,,120 MHz (rated 150),60MHz,,,2,,,,,,none,NA,256B primary code,fully associative,16KiB,4-way set associative,,,,,NA,NA,NA,NA,4GiB,,,,,,,,Staggered CPGA-296,4.96 x 4.96 cm^2,,,,,,,,,,,,3.15-3.7V,,,,,3.52V,,0.36W (Suspend mode),17.95W,22.57W,,0 – 70C,"Suspend mode, Stop clock mode ",,,,,,X86-32,,,,x86,,,,,integrated,,,,,,,,,Desktop computer,,,,,,,,,http://www.cpu-world.com/CPUs/6x86/ST-ST6x86P150+.html,,,,,,,
STMicroelectronics,6x86,ST6x86P166+,ST6x86P166+HS,,,,,,,,CPU,,,,,,,520,1,32,64,32,,133 MHz (rated 166),66MHz,,,2,,,,,,none,NA,256B primary code,fully associative,16KiB,4-way set associative,,,,,NA,NA,NA,NA,4GiB,,,,,,,,Staggered CPGA-296,4.96 x 4.96 cm^2,,,,,,,,,,,,3.15-3.7V,,,,,3.52V,,0.4W (Suspend mode),19.36W,24.42W,,0 – 70C,"Suspend mode, Stop clock mode ",,,,,,X86-32,,,,x86,,,,,integrated,,,,,,,,,Desktop computer,,,,,,,,,http://www.cpu-world.com/CPUs/6x86/ST-ST6x86P166+.html,,,,,,,
STMicroelectronics,5x86,5x86-100,,,,,,,,,CPU,,,,,,,,1,32,64,32,,100MHz,33MHz,,,3,,,,,,,,,,16KiB,4-way,,,,,NA,NA,NA,NA,4GiB,,,,,,,,CPGA-168,,Socket 3,2M,0.65um,,,,,,,,,,,,,,3.45V,5V,,,,,,,,,,,,X86-32,,,,x86,,,,,integrated,,,,,,,,,Desktop computer,,,,,,,,,http://www.cpu-collection.de/?tn=&l0=co&l1=SGS-Thomson&l2=5x86,http://web.archive.org/web/19961221093559/www.cyrix.com/process/prodinfo/5x86/5x-tb.htm,,,,,,
