Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front creator 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back creator 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front creator 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back creator 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front creator 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back creator 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front creator 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back creator 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo filename 1,Die photo creator 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
NEC,R10000,D30700RS-200,VR10000,uPD30700RS-200,μPD30700RS-200,,,,,,,CPU,,,,,,,,1,,up to 4 processors,,,,64,,,,,,200MHz,,,,,,,,,,32KiB,2-way set associative write-back,32KiB,2-way set associative,none,NA,ext. 512KiB to 16MiB,128-bit 2-way set associative write-back,,,NA,NA,NA,NA,,,,,,,,CLGA-599,4.75 x 4.75 cm^2,,,6.7M,0.35um,,,CMOS,306mm^2,,,,,3.3V ± 5%,3.3V,,NA,NA,,,,,,30W,,20 to 85C,Commercial,,,,,,,R10000,,,,MIPS,,,,,integrated,L2 cache controller,,,,,no,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/R10000/NEC-D30700RS-200%20%28VR10000%29.html,,,,,,,,,,,,,ic-photo-NEC--D30700RS-200--(R10000-CPU).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,R12000,D30710RS-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic-photo-NEC--D30710RS-275--(R12000-CPU).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008A,uPD70008A,μPD70008A,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PQFP-44,,,NA,,,,,,,,,,,,5V,,NA,NA,,5V,,,,,,,,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008A.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008A-8,uPD70008A-8,μPD70008A-8,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,8MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PQFP-44,,,NA,,,,,,,,,,,,5V,,NA,NA,,5V,,,,,,,,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008AC-4,uPD70008AC-4,μPD70008AC-4,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008AC-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008AC-6,uPD70008AC-6,μPD70008AC-6,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008AC-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008AC-8,uPD70008AC-8,μPD70008AC-8,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,8MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008AC-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008AG-4,uPD70008AG-4,μPD70008AG-4,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PQFP-44,,,NA,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008AG-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008AG-6,uPD70008AG-6,μPD70008AG-6,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PQFP-44,,,NA,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008AG-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008AL-6,uPD70008AL-6,μPD70008AL-6,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008AL-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,Z80,D70008C,uPD70008C,μPD70008C,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,,,,,-10 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"Interrupt control, DRAM refresh circuit",,,,,"Yes, Zilog Z80",,,,no,,,,,,,,"Datasheet: NEC, “μPD70008/A 8-BIT CMOS MICROPROCESSOR”. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/128028/NEC/UPD70008AC-4.html [Accessed 6 Feb 2013]",http://www.cpu-world.com/CPUs/Z80/NEC-D70008C.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,V20,D70108C-10,uPD70108C-10,μPD70108C-10,,,,,,,,CPU,,,uPD70108,NEC,,,NA,1,,,,,,16/8,8,20,Address[0-7] and data multiplexed,2x,2MHz,10MHz,,,1.25 M words/s (Block transfer),,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,4.75 to 5.25V,5V,,NA,NA,,5V,,70mW,300mW,500mW,,-10 to 70C,Commercial,Standby mode,,,,,,V20,,,,V Series,,,,,external uPD72191,Interrupt control,,,,,no,March 1984,,,no,,,,,,,,"Datasheet: NEC, “μPD70108 V20 16-/8-BIT MICROPROCESSOR”, Document number: IC-1827B, June 1994. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/82612/NEC/UPD70108C-10.html [Accessed 3 Feb 2013]","Data Book: NEC, “1991 16-BIT V-SERIES MICROPROCESSOR DATA BOOK”, Document No. 50054-1, May 1991. Available from: http://bitsavers.informatik.uni-stuttgart.de/pdf/nec/databooks/1991_16_bit_V-Series_Microprocessor_Data_Book.pdf [Accessed 6 Feb 2013]","User Manual: NEC, “16-BIT V SERIES 16-/8- AND 16-BIT MICROPROCESSORS - INSTRUCTION”, Document No. U11301EJ5V0UM00 (5th edition), June 1997. Available from: http://www.datasheetarchive.com/indexer.php?file=DSA00513673.pdf&dir=Datasheet-029&keywords=V40%2FV50&database=user-highscore# [Accessed 7 Feb 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEC,V20,D70108C-5,uPD70108C-5,μPD70108C-5,,,,,,,,CPU,,,uPD70108,NEC,,,NA,1,,,,,,16/8,8,20,Address[0-7] and data multiplexed,2x,2MHz,5MHz,,,625 K words/s (Block transfer),,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,1MiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,4.5 to 5.5V,5V,,NA,NA,,5V,,50mW,150mW,300mW,,-40 to 85C,Industrial,Standby mode,,,,,,V20,,,,V Series,,,,,external uPD72191,Interrupt control,,,,,no,March 1984,,,no,,,,,,,,"Datasheet: NEC, “μPD70108 V20 16-/8-BIT MICROPROCESSOR”, Document number: IC-1827B, June 1994. Available from: http://www.alldatasheet.com/datasheet-pdf/pdf/82612/NEC/UPD70108C-10.html [Accessed 3 Feb 2013]","Data Book: NEC, “1991 16-BIT V-SERIES MICROPROCESSOR DATA BOOK”, Document No. 50054-1, May 1991. Available from: http://bitsavers.informatik.uni-stuttgart.de/pdf/nec/databooks/1991_16_bit_V-Series_Microprocessor_Data_Book.pdf [Accessed 6 Feb 2013]","User Manual: NEC, “16-BIT V SERIES 16-/8- AND 16-BIT MICROPROCESSORS - INSTRUCTION”, Document No. U11301EJ5V0UM00 (5th edition), June 1997. Available from: http://www.datasheetarchive.com/indexer.php?file=DSA00513673.pdf&dir=Datasheet-029&keywords=V40%2FV50&database=user-highscore# [Accessed 7 Feb 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
