Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus(ext),Address Bus,Bus comments,Frequency(ext),Frequency(internal min),Frequency(internal max/typ),Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data comments,L1 instruction cache,L1 instruction comments,L1 unified cache,L1 unified comments,L2 cache,L2 comments,L3 cache,L3 comments,Empty,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die size,Green,Empty,Empty,Empty,Vcc(core range),Vcc(core typical),Empty,Vcc(secondary),Vcc(tertiary),Empty,Vcc(I/O),I/O compatibility,Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Production type,Clone,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Empty,Empty,Empty,Empty,Empty,Photo front filename 1,Photo front source 1,Photo front copyright 1,Photo front comment 1,Empty,Photo back filename 1,Photo back source 1,Photo back copyright 1,Photo back comment 1,Empty,Photo front filename 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 2,Photo front source 2,Photo front copyright 2,Photo front comment 2,Empty,Photo back filename 2,Photo back source 2,Photo back copyright 2,Photo back comment 2,Empty,Photo front filename 3,Photo front source 3,Photo front copyright 3,Photo front comment 3,Empty,Photo back filename 3,Photo back source 3,Photo back copyright 3,Photo back comment 3,Empty,Photo front filename 4,Photo front source 4,Photo front copyright 4,Photo front comment 4,Empty,Photo back filename 4,Photo back source 4,Photo back copyright 4,Photo back comment 4,Empty,Die photo 1,Die photo source 1,Die photo copyright 1,Die photo comment 1,Empty
Zilog,Z80,Z8400ACSH,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ACSH.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ADE,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ADE.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ADS,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ADS%20-%20Z8400A%20DS.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ADSA,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,Environmental flow: Hermetic Stressed,,,,,,,http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ADSA.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ADSH,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ADSH%20-%20Z8400A%20DSH.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ALM,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,LCC-44,,,,,,,,,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,0.45W,1.05W,,-55 to 125C,Military,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,yes,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ALM.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ALMB,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,LCC-44,,,,,,,,,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,0.45W,1.05W,,-55 to 125C,Military,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,yes,Environmental flow: 833 Class B Military,,,,,,,http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400ALMB.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400ALMBC,,,,,,,,,,CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400APE,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,PDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400APE.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400APS,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,PDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400APS.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400AVS,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,4MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,PLCC-44,,,PLCC-44,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,0.45W,1.05W,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,yes,,,,,,,,http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400AVS.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400BCE,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400BCM,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,,,,,,,,,,4.5-5.5V,5V,,NA,NA,,5V,,,,,,-55 to 125C,Military,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,yes,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400BCMB,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,Environmental flow: 833 Class B Military,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400BCS,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,Side-brazed CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400BCS.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400BDE,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,-40 to 85C,Industrial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400BDE.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilog,Z80,Z8400BDS,,,,,,,,,,CPU,Z8400,,Z8400,Zilog,,,NA,1,,,,,,8,8,16,,,,6MHz,,,,,NA,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,DRAM,NA,,,,,CDIP-40,,,DIP-40,,,,,,,,,,,4.75-5.25V,5V,,NA,NA,,5V,,,,,,0 to 70C,Commercial,,,,,,,Z80,,,,Z80,,,,,none,"DRAM refresh counter, interrupt controller",,,,,no,,,,no,,,,,,,,"Datasheet: Zilog, “Z8400 Z80 CPU Central Processing Unit”, Sept 1983. Available from: http://www.datasheetarchive.com/dataframe.php?file=DSAP0017386.pdf&dir=Datasheets-110&part=Z8400ACE# [Accessed 4 Jan 2013]",http://www.cpu-world.com/CPUs/Z80/Zilog-Z8400BDS.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
